0	7
7	7
18	7
35	7
1	7
2	7
5	7
8	7
10	7
16	7
17	7
19	7
20	7
22	7
25	7
26	7
29	7
31	7
32	7
33	7
36	7
38	7
39	7
41	7
43	7
44	7
45	7
21	1
3	7
11	7
15	7
23	7
59	7
27	7
47	7
49	7
6	7
12	6
13	1
14	7
24	1
65	7
78	7
272	0
9	7
46	7
53	7
90	7
4	1
87	1
117	1
163	0
305	4
368	0
446	0
607	3
656	3
48	1
54	1
88	1
89	1
95	6
106	1
110	1
114	1
115	1
120	1
94	1
97	1
104	1
122	1
169	4
177	6
211	6
297	6
470	0
605	3
71	0
229	6
373	0
379	0
380	0
398	0
465	0
495	0
109	1
153	4
203	0
205	4
355	4
431	4
407	0
447	0
547	0
549	3
138	0
369	0
371	4
376	6
385	0
391	0
420	0
430	0
432	0
433	0
452	0
453	0
455	0
457	0
462	0
464	0
481	0
482	0
501	6
502	0
503	0
505	0
510	0
516	0
526	0
131	0
242	3
556	3
713	3
466	3
678	3
709	3
733	3
57	1
58	1
116	1
30	7
51	7
68	7
160	6
189	4
192	4
60	1
134	1
136	1
139	6
140	1
103	1
124	1
52	1
56	1
62	1
73	1
92	1
105	1
113	1
137	1
144	1
162	1
28	7
75	7
81	7
85	7
86	7
40	6
63	6
70	6
77	6
126	6
165	6
195	6
206	6
228	6
74	1
142	6
147	4
155	1
204	6
159	6
174	6
193	6
214	6
223	6
247	6
235	4
83	6
232	6
236	6
244	6
50	6
188	6
220	6
108	1
218	6
280	4
300	6
327	6
335	4
357	4
392	0
394	4
395	0
409	0
459	0
485	0
508	6
512	0
55	1
66	3
96	7
99	1
100	1
150	1
210	6
34	6
72	4
91	1
107	1
194	1
69	6
129	6
222	6
111	1
123	1
145	1
149	1
154	4
157	4
178	4
190	4
196	6
198	4
201	6
227	6
238	4
246	6
256	6
271	4
279	4
284	4
289	6
299	4
307	4
309	3
316	4
321	0
346	4
347	0
360	0
363	4
384	0
387	0
388	6
397	0
414	6
415	0
425	0
427	0
428	6
429	0
440	0
441	0
448	0
461	0
474	0
486	0
491	0
493	0
498	0
504	3
518	0
527	3
535	0
537	0
546	3
551	3
559	0
567	0
569	0
585	0
616	3
690	3
729	3
735	5
749	5
750	6
769	3
833	2
554	0
82	3
98	6
215	6
257	6
161	1
166	1
170	1
121	1
168	1
171	1
173	6
310	6
329	0
416	0
624	3
217	4
315	0
386	0
390	0
405	3
424	0
426	0
437	0
449	0
458	0
469	0
480	0
483	3
489	0
517	0
525	0
530	0
538	0
544	3
545	3
561	0
565	0
571	0
574	0
575	0
576	0
578	3
591	0
592	0
600	3
608	3
618	0
629	6
638	3
649	0
422	3
645	3
514	3
521	3
570	3
587	3
602	3
609	3
661	3
677	3
680	3
691	5
701	3
704	3
708	5
726	3
734	3
770	5
128	1
167	1
42	6
253	6
266	6
304	6
308	6
313	4
102	1
127	1
259	6
265	4
292	6
293	6
331	6
372	4
209	6
248	6
287	6
37	4
224	4
255	4
258	4
268	4
298	4
324	4
336	4
350	4
125	1
183	1
184	1
185	1
326	6
151	6
270	4
332	4
343	4
358	4
80	3
213	6
230	0
252	6
341	4
419	6
226	4
454	0
119	4
435	6
484	6
240	4
340	4
377	6
417	6
468	6
507	6
296	0
345	0
406	0
522	0
542	0
548	3
583	3
590	0
596	3
619	3
635	3
436	0
460	0
61	1
175	1
219	6
186	6
93	1
180	1
141	1
182	1
132	6
216	1
239	6
207	6
101	6
133	4
164	4
191	4
202	6
208	4
225	4
243	4
262	6
263	6
274	6
276	4
277	6
288	4
302	4
323	6
333	4
334	6
348	4
359	4
362	4
364	4
366	0
64	0
67	4
254	6
342	3
403	0
451	2
487	0
490	6
564	0
361	0
410	0
473	6
496	0
245	4
404	6
463	0
152	6
212	6
269	6
285	6
112	3
241	6
283	6
320	3
338	6
367	0
400	0
439	0
443	6
471	0
492	2
497	0
500	2
523	0
528	0
531	2
539	3
543	0
557	0
560	0
595	3
603	3
606	3
612	3
621	3
671	3
689	2
696	5
706	2
737	5
756	2
761	2
762	5
764	2
780	2
784	2
798	2
802	5
810	2
819	2
821	2
822	2
825	2
836	5
839	5
842	2
852	2
854	2
867	2
868	2
130	6
79	6
76	0
374	4
450	0
231	6
84	6
156	6
172	6
233	6
118	6
322	6
352	6
148	6
325	5
412	6
478	6
550	3
633	3
636	3
665	3
714	6
771	6
801	5
662	6
686	6
740	6
642	5
778	6
582	3
630	3
625	3
555	6
637	6
652	3
573	0
580	0
588	0
599	0
615	0
628	3
841	2
572	3
623	3
646	3
659	3
747	3
524	3
598	3
622	3
634	3
650	3
667	3
703	3
730	3
753	3
783	5
135	2
658	2
683	2
768	5
772	5
806	5
816	5
817	5
831	2
844	2
855	2
803	5
838	2
851	2
859	2
876	2
438	3
657	5
702	5
723	3
791	5
782	6
563	3
669	5
685	5
694	5
705	3
752	5
826	5
488	0
651	5
351	3
402	3
626	3
627	3
237	6
610	3
158	4
349	4
318	4
275	4
423	4
251	1
197	6
401	4
200	6
260	6
261	3
303	6
179	6
278	6
553	3
562	0
370	0
620	0
509	6
511	0
584	0
353	0
870	6
581	0
558	0
319	4
330	4
381	4
767	2
861	2
862	2
863	2
692	2
840	2
476	5
290	4
143	4
181	4
146	3
716	5
413	3
499	3
654	3
695	3
775	5
187	4
382	4
